#"gene","transcript","protein"
"ENSRNOG00000055309.1","ENSRNOT00000088120.1","ENSRNOP00000075413.1"
"ENSRNOG00000006990.6","ENSRNOT00000009299.6","ENSRNOP00000009299.4"
"ENSRNOG00000003815.4","ENSRNOT00000005144.4","ENSRNOP00000005144.1"
"ENSRNOG00000048357.2","ENSRNOT00000086443.1","ENSRNOP00000071887.1"
"ENSRNOG00000048357.2","ENSRNOT00000059104.4","ENSRNOP00000055878.3"
"ENSRNOG00000003501.4","ENSRNOT00000004650.4","ENSRNOP00000004650.5"
"ENSRNOG00000005482.5","ENSRNOT00000007362.5","ENSRNOP00000007362.5"
"ENSRNOG00000030445.3","ENSRNOT00000049621.3","ENSRNOP00000046432.3"
"ENSRNOG00000033266.4","ENSRNOT00000034340.5","ENSRNOP00000037368.4"
"ENSRNOG00000032329.2","ENSRNOT00000050610.2","ENSRNOP00000049022.2"
"ENSRNOG00000033267.1","ENSRNOT00000048167.1","ENSRNOP00000048662.1"
"ENSRNOG00000056736.1","ENSRNOT00000077141.1",""
"ENSRNOG00000052569.1","ENSRNOT00000080833.1",""
"ENSRNOG00000024591.4","ENSRNOT00000033737.4","ENSRNOP00000031349.3"
"ENSRNOG00000057519.1","ENSRNOT00000085360.1",""
"ENSRNOG00000003065.5","ENSRNOT00000004159.5","ENSRNOP00000004159.4"
"ENSRNOG00000003784.7","ENSRNOT00000005039.7","ENSRNOP00000005039.6"
"ENSRNOG00000048660.1","ENSRNOT00000074018.1","ENSRNOP00000067027.1"
"ENSRNOG00000000250.6","ENSRNOT00000064671.2","ENSRNOP00000062806.2"
"ENSRNOG00000019183.6","ENSRNOT00000026038.6","ENSRNOP00000026038.4"
"ENSRNOG00000061035.1","ENSRNOT00000078773.1","ENSRNOP00000069848.1"
"ENSRNOG00000003728.6","ENSRNOT00000055582.3","ENSRNOP00000052446.2"
"ENSRNOG00000003728.6","ENSRNOT00000082972.1","ENSRNOP00000068532.1"
"ENSRNOG00000047517.2","ENSRNOT00000075206.2","ENSRNOP00000064002.2"
"ENSRNOG00000049235.2","ENSRNOT00000071433.2","ENSRNOP00000064291.2"
"ENSRNOG00000000249.5","ENSRNOT00000000266.3","ENSRNOP00000000266.3"
"ENSRNOG00000029768.4","ENSRNOT00000031626.5","ENSRNOP00000038407.4"
"ENSRNOG00000047905.2","ENSRNOT00000073956.2","ENSRNOP00000067257.1"
"ENSRNOG00000047905.2","ENSRNOT00000086042.1","ENSRNOP00000075256.1"
"ENSRNOG00000004900.8","ENSRNOT00000006764.7","ENSRNOP00000006764.5"
"ENSRNOG00000004900.8","ENSRNOT00000032941.2","ENSRNOP00000035994.2"
"ENSRNOG00000052940.1","ENSRNOT00000090488.1",""
"ENSRNOG00000028075.5","ENSRNOT00000087029.1","ENSRNOP00000074365.1"
"ENSRNOG00000028075.5","ENSRNOT00000036954.4","ENSRNOP00000037410.4"
"ENSRNOG00000036684.5","ENSRNOT00000054952.4","ENSRNOP00000051835.2"
"ENSRNOG00000027901.3","ENSRNOT00000030885.3","ENSRNOP00000034375.3"
"ENSRNOG00000055314.1","ENSRNOT00000090552.1","ENSRNOP00000074809.1"
"ENSRNOG00000020029.5","ENSRNOT00000027170.5","ENSRNOP00000027169.4"
"ENSRNOG00000027498.6","ENSRNOT00000038088.5","ENSRNOP00000038006.4"
"ENSRNOG00000054307.1","ENSRNOT00000088781.1",""
"ENSRNOG00000054729.1","ENSRNOT00000082795.1","ENSRNOP00000070998.1"
"ENSRNOG00000000233.6","ENSRNOT00000000249.6","ENSRNOP00000000249.5"
"ENSRNOG00000002568.3","ENSRNOT00000003458.3","ENSRNOP00000003458.1"
"ENSRNOG00000035465.2","ENSRNOT00000053588.2",""
"ENSRNOG00000048793.1","ENSRNOT00000074980.1","ENSRNOP00000065004.1"
"ENSRNOG00000047410.1","ENSRNOT00000040081.1","ENSRNOP00000041730.1"
"ENSRNOG00000052147.1","ENSRNOT00000084444.1",""
"ENSRNOG00000057605.1","ENSRNOT00000088011.1",""
"ENSRNOG00000053959.1","ENSRNOT00000087145.1",""
"ENSRNOG00000051740.1","ENSRNOT00000081453.1",""
"ENSRNOG00000051740.1","ENSRNOT00000089480.1",""
"ENSRNOG00000052501.1","ENSRNOT00000089925.1",""
"ENSRNOG00000036258.1","ENSRNOT00000054381.1",""
"ENSRNOG00000029886.3","ENSRNOT00000051483.3","ENSRNOP00000044233.1"
"ENSRNOG00000056793.1","ENSRNOT00000091619.1","ENSRNOP00000070158.1"
"ENSRNOG00000059096.1","ENSRNOT00000089444.1",""
"ENSRNOG00000055332.1","ENSRNOT00000089192.1",""
"ENSRNOG00000003273.4","ENSRNOT00000004377.4","ENSRNOP00000004377.3"
"ENSRNOG00000057886.1","ENSRNOT00000083856.1",""
"ENSRNOG00000046347.1","ENSRNOT00000073401.1","ENSRNOP00000064440.1"
"ENSRNOG00000005406.7","ENSRNOT00000035346.5","ENSRNOP00000030596.4"
"ENSRNOG00000005406.7","ENSRNOT00000079437.1","ENSRNOP00000069793.1"
"ENSRNOG00000002341.7","ENSRNOT00000055674.4","ENSRNOP00000052533.4"
"ENSRNOG00000008637.8","ENSRNOT00000055125.4","ENSRNOP00000051998.4"
"ENSRNOG00000008637.8","ENSRNOT00000011894.6","ENSRNOP00000011894.5"
"ENSRNOG00000028430.4","ENSRNOT00000038939.4","ENSRNOP00000031657.4"
"ENSRNOG00000054009.1","ENSRNOT00000079687.1",""
"ENSRNOG00000002659.6","ENSRNOT00000003572.3","ENSRNOP00000003572.2"
"ENSRNOG00000002659.6","ENSRNOT00000085310.1","ENSRNOP00000075087.1"
"ENSRNOG00000002659.6","ENSRNOT00000085479.1","ENSRNOP00000069553.1"
"ENSRNOG00000002749.7","ENSRNOT00000003777.6","ENSRNOP00000003777.5"
"ENSRNOG00000002749.7","ENSRNOT00000085681.1","ENSRNOP00000073784.1"
"ENSRNOG00000007227.7","ENSRNOT00000009485.7","ENSRNOP00000009485.6"
"ENSRNOG00000047978.1","ENSRNOT00000075155.1",""
"ENSRNOG00000055743.1","ENSRNOT00000086670.1",""
"ENSRNOG00000003213.5","ENSRNOT00000030300.4","ENSRNOP00000038016.4"
"ENSRNOG00000004510.4","ENSRNOT00000006179.4","ENSRNOP00000006179.3"
"ENSRNOG00000053479.1","ENSRNOT00000081888.1",""
"ENSRNOG00000004132.7","ENSRNOT00000005522.7","ENSRNOP00000005522.5"
"ENSRNOG00000054069.1","ENSRNOT00000079601.1",""
"ENSRNOG00000038422.2","ENSRNOT00000058517.2","ENSRNOP00000055313.2"
"ENSRNOG00000007235.5","ENSRNOT00000009815.5","ENSRNOP00000009815.3"
"ENSRNOG00000029570.4","ENSRNOT00000045107.4","ENSRNOP00000049924.4"
"ENSRNOG00000031194.2","ENSRNOT00000046817.2","ENSRNOP00000039948.2"
"ENSRNOG00000043507.2","ENSRNOT00000065524.2","ENSRNOP00000063788.1"
"ENSRNOG00000031443.3","ENSRNOT00000048485.2","ENSRNOP00000048351.2"
"ENSRNOG00000032396.5","ENSRNOT00000046438.5","ENSRNOP00000050987.4"
"ENSRNOG00000057127.1","ENSRNOT00000082035.1","ENSRNOP00000070366.1"
"ENSRNOG00000057127.1","ENSRNOT00000080810.1","ENSRNOP00000074401.1"
"ENSRNOG00000057127.1","ENSRNOT00000091772.1","ENSRNOP00000070954.1"
"ENSRNOG00000057329.1","ENSRNOT00000085015.1",""
"ENSRNOG00000009104.6","ENSRNOT00000012671.6","ENSRNOP00000012671.6"
"ENSRNOG00000047367.2","ENSRNOT00000070842.2","ENSRNOP00000065123.2"
"ENSRNOG00000014171.7","ENSRNOT00000090762.1","ENSRNOP00000073136.1"
"ENSRNOG00000014171.7","ENSRNOT00000056903.3","ENSRNOP00000053740.3"
"ENSRNOG00000018526.7","ENSRNOT00000089108.1","ENSRNOP00000074184.1"
"ENSRNOG00000018526.7","ENSRNOT00000068493.2","ENSRNOP00000059045.2"
"ENSRNOG00000031364.3","ENSRNOT00000041493.3","ENSRNOP00000045754.3"
"ENSRNOG00000027259.5","ENSRNOT00000036481.5","ENSRNOP00000033145.5"
"ENSRNOG00000014179.7","ENSRNOT00000019508.6","ENSRNOP00000019508.3"
"ENSRNOG00000013588.7","ENSRNOT00000063889.3","ENSRNOP00000063384.3"
"ENSRNOG00000013588.7","ENSRNOT00000092189.1","ENSRNOP00000073440.1"
"ENSRNOG00000021657.4","ENSRNOT00000033483.4","ENSRNOP00000038044.3"
"ENSRNOG00000015479.5","ENSRNOT00000021075.5","ENSRNOP00000021075.4"
"ENSRNOG00000013728.4","ENSRNOT00000018394.4","ENSRNOP00000018394.3"
"ENSRNOG00000045816.3","ENSRNOT00000081136.1","ENSRNOP00000074119.1"
"ENSRNOG00000045816.3","ENSRNOT00000073148.2","ENSRNOP00000066072.2"
"ENSRNOG00000045816.3","ENSRNOT00000071615.3","ENSRNOP00000064722.2"
"ENSRNOG00000014973.7","ENSRNOT00000066740.2","ENSRNOP00000062126.1"
"ENSRNOG00000003005.6","ENSRNOT00000059277.2","ENSRNOP00000056044.2"
"ENSRNOG00000015002.6","ENSRNOT00000034282.4","ENSRNOP00000036157.4"
"ENSRNOG00000041437.1","ENSRNOT00000063190.1",""
"ENSRNOG00000036681.3","ENSRNOT00000054948.3","ENSRNOP00000051831.2"
"ENSRNOG00000061453.1","ENSRNOT00000072328.2","ENSRNOP00000066812.2"
"ENSRNOG00000002331.5","ENSRNOT00000003182.5","ENSRNOP00000003182.4"
"ENSRNOG00000045932.1","ENSRNOT00000046027.2","ENSRNOP00000047443.2"
"ENSRNOG00000061193.1","ENSRNOT00000084581.1","ENSRNOP00000075242.1"
"ENSRNOG00000021615.7","ENSRNOT00000037372.7","ENSRNOP00000029827.4"
"ENSRNOG00000021615.7","ENSRNOT00000037381.5","ENSRNOP00000036902.4"
"ENSRNOG00000003893.6","ENSRNOT00000005171.6","ENSRNOP00000005171.4"
"ENSRNOG00000003893.6","ENSRNOT00000078415.1","ENSRNOP00000069867.1"
"ENSRNOG00000060390.1","ENSRNOT00000091635.1",""
"ENSRNOG00000052344.1","ENSRNOT00000082587.1",""
"ENSRNOG00000061173.1","ENSRNOT00000078794.1",""
"ENSRNOG00000054105.1","ENSRNOT00000089322.1",""
"ENSRNOG00000017893.8","ENSRNOT00000024072.8","ENSRNOP00000024072.5"
"ENSRNOG00000056175.1","ENSRNOT00000087700.1","ENSRNOP00000072269.1"
"ENSRNOG00000056175.1","ENSRNOT00000065541.3","ENSRNOP00000067753.2"
"ENSRNOG00000014742.8","ENSRNOT00000056110.3","ENSRNOP00000052960.2"
"ENSRNOG00000014742.8","ENSRNOT00000019946.7","ENSRNOP00000019946.6"
"ENSRNOG00000003969.5","ENSRNOT00000005367.5","ENSRNOP00000005367.3"
"ENSRNOG00000051656.1","ENSRNOT00000086648.1",""
"ENSRNOG00000050794.1","ENSRNOT00000074616.1","ENSRNOP00000064261.1"
"ENSRNOG00000003463.8","ENSRNOT00000047053.6","ENSRNOP00000050057.3"
"ENSRNOG00000003463.8","ENSRNOT00000004753.5","ENSRNOP00000004753.6"
"ENSRNOG00000012866.6","ENSRNOT00000017264.6","ENSRNOP00000017264.5"
"ENSRNOG00000008256.5","ENSRNOT00000011328.5","ENSRNOP00000011328.3"
"ENSRNOG00000030600.2","ENSRNOT00000048241.2",""
"ENSRNOG00000026430.3","ENSRNOT00000047700.2","ENSRNOP00000049077.2"
"ENSRNOG00000022548.6","ENSRNOT00000050370.5","ENSRNOP00000043715.4"
"ENSRNOG00000002304.5","ENSRNOT00000003139.3","ENSRNOP00000003139.3"
"ENSRNOG00000042271.3","ENSRNOT00000066885.3",""
"ENSRNOG00000036683.4","ENSRNOT00000054951.4","ENSRNOP00000051834.3"
"ENSRNOG00000031246.1","ENSRNOT00000042880.1","ENSRNOP00000043505.1"
"ENSRNOG00000020212.5","ENSRNOT00000027371.5","ENSRNOP00000027371.5"
"ENSRNOG00000058976.1","ENSRNOT00000091891.1","ENSRNOP00000071288.1"
"ENSRNOG00000004000.7","ENSRNOT00000090278.1","ENSRNOP00000070690.1"
"ENSRNOG00000004000.7","ENSRNOT00000005325.7","ENSRNOP00000005325.5"
"ENSRNOG00000019729.5","ENSRNOT00000026789.5","ENSRNOP00000026789.5"
"ENSRNOG00000019729.5","ENSRNOT00000082567.1","ENSRNOP00000069837.1"
"ENSRNOG00000060046.1","ENSRNOT00000085028.1",""
"ENSRNOG00000020067.3","ENSRNOT00000027266.3","ENSRNOP00000027266.2"
"ENSRNOG00000053545.1","ENSRNOT00000082823.1",""
"ENSRNOG00000045985.2","ENSRNOT00000071823.2","ENSRNOP00000066841.2"
"ENSRNOG00000030214.2","ENSRNOT00000041674.2","ENSRNOP00000050328.2"
"ENSRNOG00000057232.1","ENSRNOT00000088949.1",""
"ENSRNOG00000006513.5","ENSRNOT00000008507.5","ENSRNOP00000008507.4"
"ENSRNOG00000020753.6","ENSRNOT00000028173.4","ENSRNOP00000028173.1"
"ENSRNOG00000018611.6","ENSRNOT00000025220.6","ENSRNOP00000025220.5"
"ENSRNOG00000022964.3","ENSRNOT00000038454.3","ENSRNOP00000032127.3"
"ENSRNOG00000058308.1","ENSRNOT00000086961.1","ENSRNOP00000068763.1"
"ENSRNOG00000035537.2","ENSRNOT00000053660.2",""
"ENSRNOG00000050694.1","ENSRNOT00000051126.1","ENSRNOP00000050734.1"
"ENSRNOG00000052840.1","ENSRNOT00000077280.1","ENSRNOP00000069281.1"
"ENSRNOG00000052840.1","ENSRNOT00000081937.1","ENSRNOP00000075014.1"
"ENSRNOG00000055640.1","ENSRNOT00000085658.1",""
"ENSRNOG00000018881.6","ENSRNOT00000025767.6","ENSRNOP00000025767.5"
"ENSRNOG00000052490.1","ENSRNOT00000080878.1",""
"ENSRNOG00000052490.1","ENSRNOT00000081578.1",""
"ENSRNOG00000045670.1","ENSRNOT00000064401.2","ENSRNOP00000063489.2"
"ENSRNOG00000053309.1","ENSRNOT00000081012.1","ENSRNOP00000073829.1"
"ENSRNOG00000047340.1","ENSRNOT00000054437.2",""
"ENSRNOG00000055961.1","ENSRNOT00000084941.1",""
"ENSRNOG00000002916.7","ENSRNOT00000003908.5","ENSRNOP00000003908.3"
"ENSRNOG00000005104.6","ENSRNOT00000006808.6","ENSRNOP00000066080.2"
"ENSRNOG00000053967.1","ENSRNOT00000085994.1",""
"ENSRNOG00000029930.3","ENSRNOT00000048759.3","ENSRNOP00000050783.3"
"ENSRNOG00000052602.1","ENSRNOT00000078430.1",""
"ENSRNOG00000045884.1","ENSRNOT00000073776.1",""
"ENSRNOG00000057233.1","ENSRNOT00000081417.1",""
"ENSRNOG00000047331.1","ENSRNOT00000066983.2","ENSRNOP00000062661.2"
"ENSRNOG00000032780.4","ENSRNOT00000045875.4","ENSRNOP00000043868.3"
"ENSRNOG00000010446.4","ENSRNOT00000013882.4","ENSRNOP00000013882.3"
"ENSRNOG00000000247.6","ENSRNOT00000000264.6","ENSRNOP00000000264.6"
"ENSRNOG00000009350.7","ENSRNOT00000048543.5","ENSRNOP00000040374.4"
"ENSRNOG00000011060.7","ENSRNOT00000015091.7","ENSRNOP00000015091.4"
"ENSRNOG00000047167.1","ENSRNOT00000072504.1",""
"ENSRNOG00000010038.6","ENSRNOT00000013997.6","ENSRNOP00000013997.3"
"ENSRNOG00000002757.7","ENSRNOT00000003699.5","ENSRNOP00000003699.4"
"ENSRNOG00000002757.7","ENSRNOT00000087769.1","ENSRNOP00000071555.1"
"ENSRNOG00000048771.2","ENSRNOT00000085222.1","ENSRNOP00000074560.1"
"ENSRNOG00000048771.2","ENSRNOT00000074082.1","ENSRNOP00000066807.1"
"ENSRNOG00000019930.6","ENSRNOT00000027083.5","ENSRNOP00000027083.3"
"ENSRNOG00000020239.6","ENSRNOT00000027430.6","ENSRNOP00000027430.4"
"ENSRNOG00000020239.6","ENSRNOT00000088104.1","ENSRNOP00000075502.1"
"ENSRNOG00000053226.1","ENSRNOT00000091121.1",""
"ENSRNOG00000012240.6","ENSRNOT00000016759.6","ENSRNOP00000016759.4"
"ENSRNOG00000012240.6","ENSRNOT00000089615.1","ENSRNOP00000071467.1"
"ENSRNOG00000060550.1","ENSRNOT00000087102.1","ENSRNOP00000070453.1"
"ENSRNOG00000060550.1","ENSRNOT00000085703.1","ENSRNOP00000074461.1"
"ENSRNOG00000060550.1","ENSRNOT00000091963.1","ENSRNOP00000073697.1"
"ENSRNOG00000024780.4","ENSRNOT00000037371.3","ENSRNOP00000029802.3"
"ENSRNOG00000051841.1","ENSRNOT00000082370.1",""
"ENSRNOG00000005365.8","ENSRNOT00000040737.2","ENSRNOP00000046697.2"
"ENSRNOG00000005365.8","ENSRNOT00000079031.1","ENSRNOP00000071584.1"
"ENSRNOG00000005365.8","ENSRNOT00000083090.1","ENSRNOP00000074006.1"
"ENSRNOG00000005365.8","ENSRNOT00000007187.5","ENSRNOP00000007187.4"
"ENSRNOG00000056131.1","ENSRNOT00000078756.1",""
"ENSRNOG00000030412.1","ENSRNOT00000042582.1","ENSRNOP00000046341.1"
"ENSRNOG00000058007.1","ENSRNOT00000086392.1","ENSRNOP00000073786.1"
"ENSRNOG00000055462.1","ENSRNOT00000078694.1",""
"ENSRNOG00000036666.2","ENSRNOT00000054922.2","ENSRNOP00000051805.2"
"ENSRNOG00000009681.8","ENSRNOT00000078757.1","ENSRNOP00000070199.1"
"ENSRNOG00000009681.8","ENSRNOT00000014104.7","ENSRNOP00000014104.5"
"ENSRNOG00000009681.8","ENSRNOT00000014118.7","ENSRNOP00000014118.4"
"ENSRNOG00000009681.8","ENSRNOT00000088721.1","ENSRNOP00000071636.1"
"ENSRNOG00000053796.1","ENSRNOT00000082263.1",""
"ENSRNOG00000002714.7","ENSRNOT00000003700.7","ENSRNOP00000003700.4"
"ENSRNOG00000053534.1","ENSRNOT00000080757.1",""
"ENSRNOG00000003302.5","ENSRNOT00000004412.5","ENSRNOP00000004412.3"
"ENSRNOG00000003302.5","ENSRNOT00000091052.1","ENSRNOP00000075720.1"
"ENSRNOG00000022248.2","ENSRNOT00000039777.1","ENSRNOP00000035846.1"
"ENSRNOG00000053740.1","ENSRNOT00000087117.1",""
"ENSRNOG00000061671.1","ENSRNOT00000089838.1",""
"ENSRNOG00000055322.1","ENSRNOT00000086578.1",""
"ENSRNOG00000045759.1","ENSRNOT00000071665.1",""
"ENSRNOG00000057669.1","ENSRNOT00000088238.1",""
"ENSRNOG00000017417.6","ENSRNOT00000023724.6","ENSRNOP00000023724.3"
"ENSRNOG00000019604.6","ENSRNOT00000056998.4","ENSRNOP00000053831.4"
"ENSRNOG00000003785.7","ENSRNOT00000065383.3","ENSRNOP00000062751.1"
"ENSRNOG00000007084.7","ENSRNOT00000009316.7","ENSRNOP00000009316.5"
"ENSRNOG00000007084.7","ENSRNOT00000090662.1","ENSRNOP00000072446.1"
"ENSRNOG00000054581.1","ENSRNOT00000081539.1","ENSRNOP00000069869.1"
"ENSRNOG00000003338.6","ENSRNOT00000081415.1","ENSRNOP00000069909.1"
"ENSRNOG00000003338.6","ENSRNOT00000041606.3","ENSRNOP00000051201.1"
"ENSRNOG00000046639.2","ENSRNOT00000077107.1","ENSRNOP00000069589.1"
"ENSRNOG00000046639.2","ENSRNOT00000073209.2","ENSRNOP00000065145.1"
"ENSRNOG00000009857.6","ENSRNOT00000013295.6","ENSRNOP00000013295.3"
"ENSRNOG00000018114.7","ENSRNOT00000024973.6","ENSRNOP00000024973.4"
"ENSRNOG00000002610.5","ENSRNOT00000003514.5","ENSRNOP00000003514.3"
"ENSRNOG00000051634.1","ENSRNOT00000090759.1","ENSRNOP00000068706.1"
"ENSRNOG00000031597.3","ENSRNOT00000047762.3",""
"ENSRNOG00000015061.5","ENSRNOT00000020233.5","ENSRNOP00000020233.5"
"ENSRNOG00000002420.7","ENSRNOT00000003309.7","ENSRNOP00000003309.6"
"ENSRNOG00000002420.7","ENSRNOT00000084151.1","ENSRNOP00000069541.1"
"ENSRNOG00000055444.1","ENSRNOT00000081230.1",""
"ENSRNOG00000002852.6","ENSRNOT00000003886.6","ENSRNOP00000003886.3"
"ENSRNOG00000050955.1","ENSRNOT00000072296.1","ENSRNOP00000064400.1"
"ENSRNOG00000047749.1","ENSRNOT00000049754.1","ENSRNOP00000046614.1"
"ENSRNOG00000012356.5","ENSRNOT00000016755.5","ENSRNOP00000016755.3"
"ENSRNOG00000012356.5","ENSRNOT00000087763.1","ENSRNOP00000074412.1"
"ENSRNOG00000018466.5","ENSRNOT00000024904.5","ENSRNOP00000024904.5"
"ENSRNOG00000007655.7","ENSRNOT00000010059.5","ENSRNOP00000010059.3"
"ENSRNOG00000008178.6","ENSRNOT00000050232.3","ENSRNOP00000047264.3"
"ENSRNOG00000035503.1","ENSRNOT00000053626.1",""
"ENSRNOG00000056913.1","ENSRNOT00000085864.1",""
"ENSRNOG00000025254.7","ENSRNOT00000034817.6","ENSRNOP00000031300.4"
"ENSRNOG00000005659.6","ENSRNOT00000008492.6","ENSRNOP00000008492.3"
"ENSRNOG00000005659.6","ENSRNOT00000091016.1","ENSRNOP00000072371.1"
"ENSRNOG00000052185.1","ENSRNOT00000079404.1",""
"ENSRNOG00000004049.7","ENSRNOT00000068437.4","ENSRNOP00000060172.3"
"ENSRNOG00000004049.7","ENSRNOT00000005687.6","ENSRNOP00000005687.6"
"ENSRNOG00000030541.5","ENSRNOT00000046884.5","ENSRNOP00000049506.5"
"ENSRNOG00000030541.5","ENSRNOT00000079543.1","ENSRNOP00000072833.1"
"ENSRNOG00000055755.1","ENSRNOT00000079968.1",""
"ENSRNOG00000034060.3","ENSRNOT00000040561.3","ENSRNOP00000063887.1"
"ENSRNOG00000004142.6","ENSRNOT00000005509.4","ENSRNOP00000005509.3"
"ENSRNOG00000009427.5","ENSRNOT00000012538.5","ENSRNOP00000012538.5"
"ENSRNOG00000060616.1","ENSRNOT00000082649.1",""
"ENSRNOG00000035539.1","ENSRNOT00000053662.1",""
"ENSRNOG00000060666.1","ENSRNOT00000091580.1",""
"ENSRNOG00000046717.1","ENSRNOT00000070902.1",""
"ENSRNOG00000058284.1","ENSRNOT00000081726.1",""
"ENSRNOG00000006375.6","ENSRNOT00000008477.5","ENSRNOP00000008477.4"
"ENSRNOG00000004040.8","ENSRNOT00000005489.8","ENSRNOP00000005489.7"
"ENSRNOG00000052567.1","ENSRNOT00000084710.1","ENSRNOP00000071801.1"
"ENSRNOG00000015578.6","ENSRNOT00000056860.2","ENSRNOP00000053702.2"
"ENSRNOG00000053130.1","ENSRNOT00000084816.1",""
"ENSRNOG00000057876.1","ENSRNOT00000086411.1",""
"ENSRNOG00000042449.2","ENSRNOT00000063891.2","ENSRNOP00000061001.2"
"ENSRNOG00000002644.7","ENSRNOT00000003582.7","ENSRNOP00000003582.7"
"ENSRNOG00000007971.6","ENSRNOT00000010826.3","ENSRNOP00000010826.2"
"ENSRNOG00000061424.1","ENSRNOT00000088656.1","ENSRNOP00000074780.1"
"ENSRNOG00000007280.7","ENSRNOT00000009936.6","ENSRNOP00000009936.3"
"ENSRNOG00000007280.7","ENSRNOT00000075238.1","ENSRNOP00000064770.1"
"ENSRNOG00000002922.3","ENSRNOT00000003966.3","ENSRNOP00000003966.2"
"ENSRNOG00000021536.5","ENSRNOT00000043561.3","ENSRNOP00000050771.3"
"ENSRNOG00000055010.1","ENSRNOT00000088599.1","ENSRNOP00000073088.1"
"ENSRNOG00000049118.1","ENSRNOT00000074440.1","ENSRNOP00000066482.1"
"ENSRNOG00000007496.7","ENSRNOT00000009943.7","ENSRNOP00000009943.6"
"ENSRNOG00000046800.1","ENSRNOT00000072557.1","ENSRNOP00000067758.1"
"ENSRNOG00000045754.1","ENSRNOT00000050847.1","ENSRNOP00000047074.1"
"ENSRNOG00000003802.5","ENSRNOT00000005070.5","ENSRNOP00000005070.2"
"ENSRNOG00000002574.7","ENSRNOT00000003479.6","ENSRNOP00000003479.4"
"ENSRNOG00000052645.1","ENSRNOT00000089357.1",""
"ENSRNOG00000008830.7","ENSRNOT00000067542.3","ENSRNOP00000061935.2"
"ENSRNOG00000010771.7","ENSRNOT00000015092.7","ENSRNOP00000015092.6"
"ENSRNOG00000032902.3","ENSRNOT00000050213.3","ENSRNOP00000048698.3"
"ENSRNOG00000010540.6","ENSRNOT00000014752.6","ENSRNOP00000014752.4"
"ENSRNOG00000047321.2","ENSRNOT00000048977.3","ENSRNOP00000044081.1"
"ENSRNOG00000058958.1","ENSRNOT00000091138.1",""
"ENSRNOG00000047385.1","ENSRNOT00000073777.1",""
"ENSRNOG00000060474.1","ENSRNOT00000091544.1",""
"ENSRNOG00000051829.1","ENSRNOT00000081646.1",""
"ENSRNOG00000057356.1","ENSRNOT00000087751.1",""
"ENSRNOG00000020238.6","ENSRNOT00000027452.6","ENSRNOP00000027452.5"
"ENSRNOG00000010756.7","ENSRNOT00000046490.3","ENSRNOP00000047840.2"
"ENSRNOG00000010756.7","ENSRNOT00000085115.1","ENSRNOP00000074031.1"
"ENSRNOG00000010756.7","ENSRNOT00000080584.1","ENSRNOP00000068796.1"
"ENSRNOG00000010756.7","ENSRNOT00000091216.1","ENSRNOP00000075683.1"
"ENSRNOG00000010756.7","ENSRNOT00000083458.1","ENSRNOP00000075724.1"
"ENSRNOG00000020908.7","ENSRNOT00000080965.1","ENSRNOP00000075073.1"
"ENSRNOG00000020908.7","ENSRNOT00000065182.1","ENSRNOP00000063602.1"
"ENSRNOG00000010337.5","ENSRNOT00000038690.4","ENSRNOP00000038185.3"
"ENSRNOG00000010337.5","ENSRNOT00000085074.1","ENSRNOP00000073703.1"
"ENSRNOG00000052636.1","ENSRNOT00000085543.1","ENSRNOP00000072076.1"
"ENSRNOG00000018834.3","ENSRNOT00000025451.2","ENSRNOP00000025451.1"
"ENSRNOG00000018834.3","ENSRNOT00000080944.1","ENSRNOP00000072638.1"
"ENSRNOG00000003569.6","ENSRNOT00000004877.4","ENSRNOP00000004877.2"
"ENSRNOG00000003144.6","ENSRNOT00000004256.6","ENSRNOP00000004256.5"
"ENSRNOG00000003144.6","ENSRNOT00000086924.1","ENSRNOP00000074938.1"
"ENSRNOG00000008798.7","ENSRNOT00000012154.7","ENSRNOP00000012154.4"
"ENSRNOG00000043417.2","ENSRNOT00000064904.2","ENSRNOP00000058855.2"
"ENSRNOG00000003497.4","ENSRNOT00000004672.3","ENSRNOP00000004672.3"
"ENSRNOG00000003497.4","ENSRNOT00000078647.1","ENSRNOP00000074191.1"
"ENSRNOG00000005330.7","ENSRNOT00000007079.5","ENSRNOP00000007079.3"
"ENSRNOG00000061083.1","ENSRNOT00000077425.1",""
"ENSRNOG00000052520.1","ENSRNOT00000080959.1",""
"ENSRNOG00000007845.7","ENSRNOT00000010448.7","ENSRNOP00000010448.4"
"ENSRNOG00000033524.1","ENSRNOT00000043954.1","ENSRNOP00000042669.1"
"ENSRNOG00000011452.8","ENSRNOT00000015535.8","ENSRNOP00000015535.4"
"ENSRNOG00000011452.8","ENSRNOT00000046388.5","ENSRNOP00000048591.5"
"ENSRNOG00000011452.8","ENSRNOT00000086036.1","ENSRNOP00000072735.1"
"ENSRNOG00000048858.1","ENSRNOT00000049989.1","ENSRNOP00000043913.1"
"ENSRNOG00000023182.2","ENSRNOT00000017230.3","ENSRNOP00000017230.2"
"ENSRNOG00000003699.6","ENSRNOT00000078478.1","ENSRNOP00000073560.1"
"ENSRNOG00000003699.6","ENSRNOT00000004966.4","ENSRNOP00000004966.4"
"ENSRNOG00000054927.1","ENSRNOT00000081233.1",""
"ENSRNOG00000054938.1","ENSRNOT00000077545.1",""
"ENSRNOG00000006965.6","ENSRNOT00000009440.6","ENSRNOP00000009440.6"
